corpus,domain,scenario_id,arm,cached,category,item,desc_match,question_match,answer_match,output_match,gaps_match,label,label_field,label_exact
generic_questions_v1,semiconductor_work,S08,generic,no,activities,Reserve selected room,field,none,field,field,field,carried,carried,missed
generic_questions_v1,semiconductor_work,S08,generic,no,activities,Create or update calendar invitation,none,none,field,exact,field,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,generic,no,activities,Notify participants of room information,field,field,field,exact,none,carried,carried,unsupported
generic_questions_v1,semiconductor_work,S08,generic,no,actors,meeting organizer,field,scatter,scatter,scatter,scatter,carried,lost,missed
generic_questions_v1,semiconductor_work,S08,generic,no,actors,meeting participants,field,scatter,field,scatter,scatter,carried,lost,missed
generic_questions_v1,semiconductor_work,S08,generic,no,actors,facility system,none,scatter,scatter,none,none,dropped,missed,missed
generic_questions_v1,semiconductor_work,S08,generic,no,systems,calendar system,none,scatter,exact,exact,scatter,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,systems,room reservation system,none,field,exact,exact,field,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,systems,email or collaboration tool,none,none,exact,exact,field,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,inputs,meeting date and time,none,scatter,scatter,field,scatter,recovered,unsupported,missed
generic_questions_v1,semiconductor_work,S08,generic,no,inputs,participant count,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,inputs,location preference,none,none,none,exact,none,unsupported,unsupported,unsupported
generic_questions_v1,semiconductor_work,S08,generic,no,inputs,equipment needs,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S08,generic,no,outputs,room reservation,none,field,exact,exact,scatter,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,outputs,calendar invitation,none,exact,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,outputs,participant notification,none,exact,field,exact,field,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,generic,no,decisions,Is a suitable room available?,none,field,field,exact,field,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S08,generic,no,decisions,Does the meeting require special equipment?,none,scatter,none,scatter,none,unsupported,missed,missed
generic_questions_v1,semiconductor_work,S08,generic,no,exceptions,room unavailable,none,field,none,field,field,unsupported,unsupported,missed
generic_questions_v1,semiconductor_work,S08,generic,no,exceptions,participant count changes,none,none,exact,exact,field,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,exceptions,reservation conflict,none,scatter,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S08,generic,no,exceptions,equipment unavailable,none,none,none,field,scatter,unsupported,unsupported,missed
generic_questions_v1,semiconductor_work,S08,generic,no,automation_targets,A2: Check room availability,field,field,field,field,none,carried,carried,missed
generic_questions_v1,semiconductor_work,S08,generic,no,automation_targets,A3: Select room matching capacity and equipment needs,none,none,field,scatter,field,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S08,generic,no,automation_targets,A5: Create or update calendar invitation,none,none,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Review test request and conditions,none,none,field,field,scatter,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Prepare evaluation setup,field,none,none,scatter,none,carried,lost,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Run verification test,field,field,field,field,field,carried,carried,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Collect result files,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Check result validity,field,none,field,field,none,carried,carried,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Summarize findings in report,none,field,field,scatter,none,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Share report for review,none,none,field,scatter,scatter,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,activities,Review report and request clarification if needed,none,none,field,scatter,none,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,actors,verification engineer,field,scatter,exact,exact,none,carried,carried,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,actors,review engineer,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,actors,project owner,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,systems,test execution tool,none,field,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,systems,result repository,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,systems,report template,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,systems,email or collaboration tool,none,none,exact,exact,field,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,inputs,test request,none,none,exact,exact,none,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S01,gapelicit,no,inputs,test condition,none,scatter,scatter,scatter,scatter,recovered,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,inputs,sample identifier,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,inputs,evaluation setup guide,none,none,none,scatter,none,unsupported,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,outputs,test result files,field,field,exact,field,field,carried,carried,dropped
generic_questions_v1,semiconductor_work,S01,gapelicit,no,outputs,summary report,none,none,none,field,none,unsupported,unsupported,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,outputs,issue list,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,outputs,review notification,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,decisions,Are the result files complete and readable?,none,scatter,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,decisions,Do the results contain abnormal patterns?,none,none,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,exceptions,missing setup information,none,none,none,scatter,none,unsupported,missed,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,exceptions,test execution failure,none,none,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,exceptions,incomplete result files,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,exceptions,unclear abnormal pattern,none,none,field,field,field,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,automation_targets,A4: Collect result files,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,automation_targets,A5: Check result validity,field,none,field,field,none,carried,carried,missed
generic_questions_v1,semiconductor_work,S01,gapelicit,no,automation_targets,A6: Summarize findings in report,none,field,field,scatter,none,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Confirm measurement request and wafer identifier,none,none,field,scatter,scatter,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Select suitable measurement equipment,none,none,field,scatter,field,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Check equipment availability and reserve slot,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Prepare wafer according to equipment procedure,none,none,field,field,none,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Run measurement recipe,none,none,field,exact,none,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Validate measurement output,none,field,field,exact,field,recovered,recovered,unsupported
generic_questions_v1,semiconductor_work,S02,gapelicit,no,activities,Upload result and notify requester,none,none,field,field,scatter,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,actors,measurement engineer,field,field,exact,exact,none,carried,carried,recovered
generic_questions_v1,semiconductor_work,S02,gapelicit,no,actors,equipment owner,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,actors,requester,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S02,gapelicit,no,systems,measurement equipment,none,none,field,scatter,field,recovered,dropped,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,systems,equipment reservation system,none,none,field,field,scatter,recovered,recovered,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,systems,measurement result repository,field,field,exact,exact,exact,carried,carried,recovered
generic_questions_v1,semiconductor_work,S02,gapelicit,no,inputs,measurement request,none,none,exact,exact,exact,recovered,recovered,recovered
generic_questions_v1,semiconductor_work,S02,gapelicit,no,inputs,wafer identifier,none,none,none,none,none,missed,missed,missed
generic_questions_v1,semiconductor_work,S02,gapelicit,no,inputs,measurement recipe,none,none,exact,exact,none,recovered,recovered,recovered
